# field	phot_id	z_best_s	use_phot	use_zgrism	z_best	z_best_l95	z_best_l68	z_best_u68	z_best_u95
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos	20384	3	1	0	0.4293	0.2210	0.2910	0.5050	0.6510
cosmos	20385	3	1	0	2.8133	2.6830	2.7430	2.8830	2.9240
cosmos	20386	3	0	0	2.1349	2.0330	2.0790	2.1880	2.2260
cosmos	20387	3	1	0	2.8402	2.7490	2.7870	2.8920	2.9230
cosmos	20388	3	1	0	2.3483	2.2710	2.3060	2.5370	2.6430
cosmos	20389	3	1	0	0.3079	0.1560	0.2810	0.3490	0.3870
cosmos	20390	3	1	0	1.3159	1.1520	1.2360	1.3890	1.4470
cosmos	20391	2	1	1	1.7621	1.6760	1.7300	1.8702	1.9177
cosmos	20392	3	1	0	2.1667	2.2160	2.2300	2.3600	2.4830
cosmos	20393	3	1	0	2.2067	0.3010	2.0410	2.3510	2.5350
cosmos	20394	2	1	1	0.5136	0.4516	0.4738	0.5170	0.5289
cosmos	20395	3	1	0	1.9410	1.8130	1.8620	2.0870	2.1820
cosmos	20396	3	1	0	0.8353	0.2710	0.5670	1.0710	1.1300
cosmos	20397	3	1	0	2.7746	2.4500	2.5860	2.9560	3.1950
cosmos	20398	3	0	0	2.6090	2.5570	2.5670	2.6530	2.6630
cosmos	20399	3	0	0	1.4616	0.7110	1.0530	1.8810	2.2430
cosmos	20400	3	1	0	0.9547	0.8510	0.8860	1.0350	1.0610
cosmos	20401	3	1	0	3.2440	3.1440	3.1890	3.4010	3.4780
cosmos	20402	3	1	0	0.1233	0.0370	0.0980	0.1450	0.2300
cosmos	20403	3	1	0	0.7452	0.1200	0.6110	0.9130	0.9980
cosmos	20404	3	0	0	0.0829	0.0670	0.0700	0.0960	0.0990
cosmos	20405	3	1	0	0.8438	0.4870	0.6040	4.9290	5.9290
cosmos	20406	3	1	0	0.5294	0.2810	0.4300	0.6260	0.7380
cosmos	20407	3	0	0	1.8915	1.7200	1.8010	1.9800	2.0480
cosmos	20408	3	1	0	3.4698	3.2840	3.3590	3.5820	3.6500
cosmos	20409	3	1	0	0.9027	0.7280	0.8010	0.9990	1.0710
cosmos	20410	3	1	0	0.9074	0.6400	0.7990	1.0090	1.0730
cosmos	20411	2	1	1	1.2626	1.2582	1.2599	1.2637	1.2660
cosmos	20412	3	1	0	0.3453	0.2810	0.3050	0.3830	0.4210
cosmos	20413	3	1	0	1.8468	1.2330	1.3050	2.3640	2.4940
cosmos	20414	3	0	0	1.4791	1.2480	1.3490	1.5800	1.6490
cosmos	20415	3	1	0	0.4296	0.1240	0.2720	3.1470	3.3840
cosmos	20416	3	1	0	3.5150	3.4300	3.4540	3.5780	3.6030
cosmos	20417	3	1	0	0.6962	0.6410	0.6660	0.7270	0.7500
cosmos	20418	3	1	0	0.1170	0.0150	0.0420	0.1540	0.2190
cosmos	20419	3	1	0	2.3735	2.2580	2.3040	2.6130	2.7270
cosmos	20420	3	0	0	2.4130	0.3170	1.9040	2.7690	2.9760
cosmos	20421	3	1	0	1.8260	1.3650	1.6570	1.9690	2.2120
cosmos	20422	3	0	0	3.7756	3.2820	3.4890	4.0230	4.1250
cosmos	20423	1	1	1	0.3540	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20424	3	1	0	0.9515	0.8940	0.9250	0.9790	1.0020
cosmos	20425	3	1	0	0.6600	0.3550	0.5670	0.7590	0.8320
cosmos	20426	3	1	0	1.4070	0.9520	1.0070	1.6530	1.7530
cosmos	20427	3	1	0	2.0215	1.0110	1.7530	2.1450	2.3290
cosmos	20428	3	1	0	0.4123	0.3040	0.3720	0.4580	0.5340
cosmos	20429	3	1	0	0.4841	0.3430	0.4160	0.5470	0.6000
cosmos	20430	2	0	1	1.0928	1.0856	1.0891	1.0961	1.0989
cosmos	20431	3	0	0	3.1463	3.0690	3.0980	3.1990	3.2110
cosmos	20432	3	1	0	3.6174	3.5210	3.5620	3.6840	3.7230
cosmos	20433	3	1	0	0.9117	0.7200	0.8310	0.9900	1.0740
cosmos	20434	3	1	0	3.5174	3.3880	3.4380	3.5970	3.6500
cosmos	20435	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20436	3	1	0	1.1563	1.1000	1.1150	1.1980	1.2270
cosmos	20437	3	1	0	1.1596	0.2720	0.7190	1.7640	2.1870
cosmos	20438	2	1	1	1.0938	1.0854	1.0881	1.0944	1.0966
cosmos	20439	3	1	0	0.7018	0.5970	0.6540	0.7500	0.7840
cosmos	20440	3	1	0	0.5638	0.4720	0.5250	0.6030	0.6540
cosmos	20441	2	1	1	1.4437	1.4381	1.4407	1.4459	1.4484
cosmos	20442	3	1	0	0.0854	0.0360	0.0530	0.1160	0.1290
cosmos	20443	3	1	0	0.3534	0.3170	0.3310	0.3770	0.3880
cosmos	20444	3	1	0	0.8674	0.7710	0.8260	0.9130	0.9350
cosmos	20445	3	1	0	0.7507	0.7170	0.7270	0.7730	0.7880
cosmos	20446	3	1	0	0.0738	0.0180	0.0380	0.1120	0.1760
cosmos	20447	3	1	0	2.8815	2.5980	2.7360	3.0150	3.1910
cosmos	20448	3	1	0	2.8753	2.5820	2.7870	2.9650	3.0210
cosmos	20449	2	1	1	1.6605	1.6433	1.6510	1.6787	1.7328
cosmos	20450	2	1	1	0.8974	0.8755	0.8871	0.9024	0.9094
cosmos	20451	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20452	3	1	0	0.1699	0.1370	0.1500	0.1900	0.2010
cosmos	20453	3	1	0	1.5708	1.4910	1.5170	1.6400	1.6880
cosmos	20454	2	1	1	0.3472	0.3273	0.3393	0.3712	0.3844
cosmos	20455	3	1	0	1.4749	0.9240	1.0240	1.8170	2.0310
cosmos	20456	3	1	0	3.9152	3.7250	3.8070	4.0310	4.1240
cosmos	20457	3	1	0	0.7642	0.5760	0.6720	5.6740	5.8550
cosmos	20458	3	1	0	2.1706	2.0190	2.0680	2.3810	2.5450
cosmos	20459	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20460	3	1	0	0.8888	0.8270	0.8590	0.9220	0.9460
cosmos	20461	3	0	0	1.0565	0.9230	0.9510	1.1840	1.2880
cosmos	20462	3	0	0	1.1581	0.1360	0.7300	1.4060	1.4920
cosmos	20463	3	1	0	0.4996	0.4690	0.4810	0.5210	0.5300
cosmos	20464	3	1	0	1.4411	1.2520	1.3390	1.5330	1.6900
cosmos	20465	3	0	0	1.6043	0.0710	1.5640	1.6340	1.6590
cosmos	20466	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20467	3	1	0	0.4458	0.2790	0.3940	0.5160	0.5520
cosmos	20468	3	0	0	4.5756	4.3570	4.4650	4.6900	4.7710
cosmos	20469	3	1	0	0.8387	0.7160	0.7590	0.8980	0.9240
cosmos	20470	3	1	0	0.0541	0.0200	0.0350	0.0680	0.1260
cosmos	20471	2	1	1	0.9242	0.9152	0.9216	0.9290	0.9320
cosmos	20472	3	1	0	2.4118	2.1300	2.2870	2.5240	2.6140
cosmos	20473	2	1	1	0.8927	0.8639	0.8750	0.8971	0.9062
cosmos	20474	3	1	0	2.6211	2.5580	2.5720	2.6640	2.7000
cosmos	20475	2	1	1	2.5219	2.5110	2.5166	2.5309	2.5424
cosmos	20476	2	1	1	0.2129	0.1928	0.2055	0.2254	0.2333
cosmos	20477	3	1	0	3.4491	3.3420	3.3850	3.5140	3.5590
cosmos	20478	3	1	0	3.2416	3.1430	3.1820	3.3000	3.3340
cosmos	20479	3	1	0	4.0090	3.8470	3.9040	4.1140	4.1680
cosmos	20480	3	0	0	0.0163	0.0100	0.0110	0.0310	0.0630
cosmos	20481	3	1	0	3.9447	0.2300	3.6790	4.0870	4.2090
cosmos	20482	3	1	0	1.0223	0.8350	0.9850	1.0500	1.0670
cosmos	20483	3	1	0	3.2844	3.1850	3.2240	3.3460	3.3810
cosmos	20484	2	1	1	1.8207	1.4600	1.7774	1.8235	1.8299
cosmos	20485	3	1	0	1.7404	1.3500	1.4330	2.1060	2.2220
cosmos	20486	3	0	0	1.4688	1.3570	1.4040	1.5270	1.6300
cosmos	20487	3	0	0	3.2197	0.1240	0.1750	3.2770	3.3290
cosmos	20488	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
cosmos	20489	3	1	0	3.8419	0.3200	3.5620	4.0370	4.1700
cosmos	20490	3	1	0	4.2623	4.0230	4.1370	4.3910	4.5230
cosmos	20491	3	1	0	1.5569	0.2220	0.8500	2.1820	2.5040
cosmos	20492	3	1	0	1.4361	1.2290	1.3230	1.5560	1.6660
cosmos	20493	3	1	0	0.6947	0.5290	0.6340	0.7520	0.7920
cosmos	20494	3	1	0	2.1366	1.9160	1.9920	2.3190	2.3910
cosmos	20495	3	1	0	0.8981	0.8490	0.8690	0.9280	0.9420
cosmos	20496	3	1	0	2.3674	2.1330	2.2870	2.4600	2.5420
cosmos	20497	3	1	0	1.8353	1.5530	1.7390	1.9360	2.0480
cosmos	20498	3	1	0	0.1790	0.0350	0.1130	0.2350	0.4540
cosmos	20499	2	1	1	2.1995	2.1936	2.1960	2.2006	2.2026
cosmos	20500	3	1	0	1.5936	1.4840	1.5270	1.6570	1.7020
cosmos	20501	3	1	0	2.8415	2.6880	2.7690	2.9170	2.9850
cosmos	20502	3	1	0	1.4593	1.3190	1.3760	1.5480	1.6260
cosmos	20503	3	1	0	1.2783	1.2310	1.2500	1.3100	1.3250
cosmos	20504	3	1	0	0.2376	0.0760	0.1330	0.3170	0.3690
cosmos	20505	3	1	0	1.8002	1.4930	1.6730	1.9220	2.0110
cosmos	20506	3	1	0	0.2292	0.2040	0.2150	0.2460	0.2500
cosmos	20507	3	1	0	1.5538	1.1660	1.3240	1.8250	2.0310
cosmos	20508	3	1	0	0.6051	0.5730	0.5830	0.6280	0.6360
cosmos	20509	3	1	0	0.2081	0.1910	0.1940	0.2230	0.3210
cosmos	20510	3	0	0	1.2209	0.9810	1.0820	1.3570	1.5800
cosmos	20511	3	0	0	1.6828	0.9590	0.9770	1.7150	1.7610
cosmos	20512	3	1	0	1.1096	0.9800	1.0400	1.1770	1.3000
cosmos	20513	3	1	0	2.9342	2.8550	2.8790	2.9920	3.0300
cosmos	20514	3	1	0	0.1215	0.0200	0.0470	0.1910	0.3360
cosmos	20515	3	1	0	0.2438	0.2150	0.2270	0.2620	0.2760
cosmos	20516	3	1	0	1.5923	1.1470	1.3220	1.9080	2.1260
cosmos	20517	3	1	0	4.3767	4.1490	4.2540	4.5010	4.5920
cosmos	20518	3	1	0	0.4023	0.0800	0.2640	0.4970	0.6000
cosmos	20519	3	1	0	0.2805	0.2420	0.2640	0.3000	0.3130
cosmos	20520	3	1	0	0.0507	0.0360	0.0390	0.0630	0.0660
cosmos	20521	3	1	0	2.4552	2.2170	2.3080	2.6790	2.8320
cosmos	20522	3	1	0	2.3194	2.2270	2.2670	2.3730	2.4110
cosmos	20523	2	1	1	0.5242	0.5043	0.5130	0.5344	0.5514
cosmos	20524	3	0	0	3.9007	3.7540	3.8130	3.9860	4.0370
cosmos	20525	1	1	1	0.5172	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20526	3	1	0	1.3453	0.1620	0.9500	1.8140	2.2040
cosmos	20527	3	1	0	0.0331	0.0110	0.0160	0.0510	0.0650
cosmos	20528	3	1	0	1.0388	0.9260	0.9950	1.0900	1.1270
cosmos	20529	3	0	0	0.5906	0.1050	0.2360	0.8350	0.9900
cosmos	20530	3	1	0	1.4556	1.3470	1.4010	1.5080	1.5530
cosmos	20531	2	0	1	0.8899	0.8832	0.8866	0.8934	0.8971
cosmos	20532	3	1	0	2.8681	2.7160	2.7830	2.9590	3.0410
cosmos	20533	3	1	0	3.1045	3.0260	3.0570	3.1560	3.1680
cosmos	20534	3	1	0	0.1359	0.0230	0.0610	0.2660	0.3360
cosmos	20535	3	1	0	1.1912	0.3340	0.7320	1.9220	2.4760
cosmos	20536	3	0	0	2.6250	2.4850	2.5480	2.7000	2.7640
cosmos	20537	2	1	1	0.8955	0.8880	0.8906	0.8980	0.9020
cosmos	20538	2	1	1	0.7577	0.7117	0.7410	0.7663	0.7778
cosmos	20539	3	1	0	0.9014	0.8240	0.8600	0.9450	0.9760
cosmos	20540	3	1	0	1.2032	1.0520	1.1450	1.2620	1.2960
cosmos	20541	2	1	1	1.6445	1.6176	1.6304	1.6513	1.6592
cosmos	20542	3	1	0	3.6187	3.3630	3.4550	3.7960	3.9370
cosmos	20543	3	1	0	0.2069	0.0630	0.0830	0.4380	0.4850
cosmos	20544	3	1	0	1.0275	0.7660	0.9720	1.0910	1.1170
cosmos	20545	2	1	1	2.0404	2.0360	2.0379	2.0419	2.0442
cosmos	20546	3	1	0	1.1988	0.4820	0.5760	1.5890	1.8090
cosmos	20547	3	1	0	1.6625	1.4780	1.5580	1.7660	1.8520
cosmos	20548	3	0	0	2.9501	2.8220	2.8720	3.0300	3.0840
cosmos	20549	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20550	3	1	0	1.6311	1.3170	1.4100	1.9970	2.2530
cosmos	20551	3	1	0	3.5157	3.3470	3.4280	3.6090	3.6750
cosmos	20552	3	1	0	3.2205	3.1880	3.2090	3.3570	3.4250
cosmos	20553	2	1	1	0.3284	0.2701	0.3203	0.3367	0.3535
cosmos	20554	3	1	0	3.0176	2.8980	2.9490	3.0840	3.1280
cosmos	20555	3	1	0	2.6979	2.2180	2.4660	2.9260	3.1340
cosmos	20556	3	1	0	0.1872	0.0180	0.0490	0.3270	0.4060
cosmos	20557	3	1	0	1.1796	0.2030	0.5650	1.9000	2.4000
cosmos	20558	3	1	0	0.7109	0.5600	0.6000	0.8410	1.1410
cosmos	20559	2	1	1	1.9447	1.6788	1.7277	1.9498	1.9744
cosmos	20560	3	0	0	1.9548	0.0550	0.3070	3.4700	3.8270
cosmos	20561	3	1	0	3.8956	3.6910	3.7780	4.0180	4.1050
cosmos	20562	3	1	0	0.3128	0.1900	0.2550	0.3700	0.4980
cosmos	20563	3	1	0	1.7196	1.1620	1.2990	2.2160	2.4640
cosmos	20564	3	1	0	0.8854	0.1430	0.7360	0.9920	1.1370
cosmos	20565	2	1	1	0.8889	0.8788	0.8835	0.8932	0.8983
cosmos	20566	3	1	0	1.6461	1.3890	1.5560	1.7430	1.8390
cosmos	20567	3	1	0	1.3808	1.1920	1.2490	1.4870	1.9170
cosmos	20568	3	1	0	1.5559	1.4010	1.4910	1.6380	1.6870
cosmos	20569	3	1	0	2.5980	0.1130	0.2090	2.7020	2.8320
cosmos	20570	2	1	1	0.3304	0.2798	0.3039	0.3368	0.3472
cosmos	20571	3	1	0	1.2635	0.9430	1.0710	1.4790	1.6410
cosmos	20572	3	1	0	2.0568	1.3660	1.7850	2.3030	2.5040
cosmos	20573	3	0	0	1.7022	1.2800	1.4140	2.0030	2.2550
cosmos	20574	3	0	0	1.5080	0.4590	1.0800	1.8930	2.3350
cosmos	20575	3	1	0	0.7558	0.7120	0.7330	0.7880	1.1590
cosmos	20576	3	1	0	2.0725	1.4470	1.7880	2.4070	2.6570
cosmos	20577	3	1	0	3.4014	3.2760	3.3360	3.4680	3.5110
cosmos	20578	3	1	0	1.4458	1.3210	1.3780	1.5240	1.5770
cosmos	20579	3	1	0	0.9327	0.8630	0.8870	0.9780	1.0290
cosmos	20580	3	1	0	1.5582	1.3780	1.4450	1.6690	1.7710
cosmos	20581	2	1	1	0.4822	0.4595	0.4707	0.4896	0.5150
cosmos	20582	3	1	0	0.7150	0.4450	0.6610	0.7820	0.8990
cosmos	20583	3	1	0	2.0863	1.4150	1.7350	2.3460	2.4760
cosmos	20584	2	1	1	0.6981	0.6009	0.6129	0.6968	0.7052
cosmos	20585	3	0	0	3.3264	2.6160	2.9860	3.6820	4.0090
cosmos	20586	1	0	0	0.2200	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20587	3	1	0	1.4694	1.3470	1.4060	1.5410	1.6060
cosmos	20588	3	1	0	1.6963	1.5880	1.6300	1.7580	1.8140
cosmos	20589	3	1	0	1.6504	1.4260	1.5890	1.7280	1.7850
cosmos	20590	2	1	1	1.6939	1.5386	1.6606	1.7803	1.8323
cosmos	20591	3	1	0	2.7793	2.6520	2.7110	2.8450	2.8860
cosmos	20592	3	1	0	2.6141	2.5260	2.5620	2.6660	2.7000
cosmos	20593	3	1	0	3.2952	3.2140	3.2370	3.3560	3.3810
cosmos	20594	3	1	0	0.8728	0.7280	0.8100	0.9370	0.9700
cosmos	20595	2	1	1	1.6379	1.6332	1.6351	1.6404	1.6467
cosmos	20596	3	1	0	3.1770	3.0890	3.1190	3.2380	3.2750
cosmos	20597	3	1	0	3.6371	3.5620	3.5810	3.7010	3.7390
cosmos	20598	3	1	0	5.0050	4.7480	4.8900	5.1260	5.1940
cosmos	20599	3	1	0	0.8831	0.8300	0.8530	0.9150	0.9350
cosmos	20600	3	1	0	1.5034	1.2750	1.3450	1.6670	1.9450
cosmos	20601	3	1	0	3.1262	2.9580	3.0240	3.2290	3.3310
cosmos	20602	2	1	1	1.3977	1.3907	1.3941	1.4000	1.4035
cosmos	20603	3	1	0	0.0890	0.0610	0.0740	0.1060	0.1120
cosmos	20604	3	1	0	3.1432	2.9890	3.0610	3.2230	3.2840
cosmos	20605	2	1	1	0.5952	0.5904	0.5929	0.5981	0.6007
cosmos	20606	3	1	0	0.1693	0.0180	0.1240	0.2170	0.3080
cosmos	20607	3	1	0	0.7729	0.5530	0.6430	0.9160	1.0210
cosmos	20608	3	1	0	1.8807	1.1140	1.6400	2.1190	2.3690
cosmos	20609	3	1	0	0.3344	0.2150	0.2920	0.3680	0.4010
cosmos	20610	3	1	0	0.6121	0.4210	0.4800	0.6840	0.7300
cosmos	20611	3	1	0	0.2068	0.0450	0.1150	0.2880	0.4380
cosmos	20612	2	1	1	0.9050	0.8919	0.8973	0.9075	0.9117
cosmos	20613	3	1	0	3.2431	3.1350	3.1790	3.3080	3.3690
cosmos	20614	3	1	0	4.7971	4.6240	4.6880	4.9070	4.9870
cosmos	20615	3	1	0	1.1805	0.7520	1.0290	1.3120	1.4810
cosmos	20616	3	1	0	4.3965	4.0950	4.2380	4.5490	4.6430
cosmos	20617	3	1	0	0.8146	0.7310	0.7590	0.8590	0.9220
cosmos	20618	1	1	1	0.9019	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20619	3	1	0	1.7200	0.9190	1.3070	2.1100	2.4650
cosmos	20620	3	1	0	1.7970	1.6760	1.7290	1.8640	1.9380
cosmos	20621	3	0	0	0.0829	0.0670	0.0700	0.0960	0.0990
cosmos	20622	3	1	0	2.2522	1.3250	2.1820	2.4040	2.5120
cosmos	20623	3	1	0	0.9573	0.0500	0.0830	0.9150	0.9610
cosmos	20624	3	0	0	2.7597	2.5860	2.6810	2.8400	2.8830
cosmos	20625	3	0	0	0.0100	0.0100	0.0110	0.0240	0.0250
cosmos	20626	2	1	1	1.4073	1.4018	1.4041	1.4089	1.4115
cosmos	20627	2	1	1	1.6300	1.6065	1.6177	1.6466	1.6642
cosmos	20628	3	1	0	2.2128	2.1530	2.2000	2.4750	2.5850
cosmos	20629	3	1	0	3.3859	3.2750	3.3180	3.4550	3.5010
cosmos	20630	2	1	1	0.9089	0.9005	0.9053	0.9145	0.9202
cosmos	20631	2	1	1	1.5030	1.4887	1.4952	1.5051	1.5101
cosmos	20632	2	1	1	1.0897	1.0339	1.0828	1.0924	1.0966
cosmos	20633	3	1	0	0.2114	0.1910	0.1950	0.2260	0.2370
cosmos	20634	3	1	0	1.5027	0.1770	1.2360	1.8430	2.1220
cosmos	20635	3	1	0	0.7702	0.1040	0.5690	0.8920	0.9890
cosmos	20636	3	1	0	0.8892	0.6590	0.8450	0.9490	1.0160
cosmos	20637	3	1	0	0.1317	0.1020	0.1140	0.1500	0.1620
cosmos	20638	3	1	0	2.4117	2.2560	2.3150	2.5310	2.6740
cosmos	20639	3	1	0	1.7168	0.6400	1.1220	2.2250	2.5840
cosmos	20640	3	1	0	0.0957	0.0170	0.0410	0.1330	0.1530
cosmos	20641	2	1	1	1.5193	1.4293	1.4996	1.5474	1.6274
cosmos	20642	3	1	0	2.1544	1.8700	2.0230	2.2710	2.3410
cosmos	20643	3	1	0	0.3443	0.3160	0.3260	0.3640	0.3760
cosmos	20644	3	1	0	0.7359	0.5860	0.6740	0.8000	0.8570
cosmos	20645	3	1	0	0.9123	0.7760	0.8520	0.9700	1.0090
cosmos	20646	3	1	0	0.8793	0.5600	0.6080	1.0290	1.1100
cosmos	20647	3	1	0	0.4086	0.2010	0.3170	0.5090	0.5630
cosmos	20648	3	1	0	1.6778	1.5710	1.6100	1.7480	1.8200
cosmos	20649	3	1	0	2.9067	2.7930	2.8300	2.9920	3.0570
cosmos	20650	1	1	1	0.6265	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20651	2	1	1	0.2294	0.2102	0.2195	0.2431	0.2607
cosmos	20652	3	1	0	0.1362	0.0220	0.0920	0.1930	0.2990
cosmos	20653	3	0	0	3.3188	2.7400	3.1370	3.5060	3.6170
cosmos	20654	3	1	0	1.6585	1.1850	1.3350	1.9090	2.0200
cosmos	20655	3	0	0	3.2729	3.1790	3.2200	3.3290	3.3650
cosmos	20656	3	1	0	0.2678	0.1820	0.2080	0.3160	0.3360
cosmos	20657	3	1	0	2.0786	1.7650	1.9010	2.2790	2.3880
cosmos	20658	3	1	0	1.6392	1.4240	1.5960	1.6720	1.7530
cosmos	20659	3	1	0	0.4058	0.2400	0.3370	0.4660	0.5050
cosmos	20660	3	1	0	1.2798	0.7910	0.9540	1.6170	1.9380
cosmos	20661	3	1	0	0.1061	0.0530	0.0920	0.1240	0.1380
cosmos	20662	2	1	1	0.8955	0.8911	0.8933	0.8990	0.9020
cosmos	20663	3	1	0	0.1485	0.1270	0.1350	0.1630	0.1660
cosmos	20664	3	1	0	3.5742	3.4620	3.5070	3.6450	3.6970
cosmos	20665	3	1	0	0.9495	0.9190	0.9250	0.9730	0.9910
cosmos	20666	3	0	0	1.0378	0.7800	1.0050	1.0680	1.0950
cosmos	20667	3	1	0	1.1970	1.0450	1.1290	1.2590	1.3820
cosmos	20668	3	1	0	2.0206	1.9620	1.9820	2.0580	2.0880
cosmos	20669	3	1	0	1.4451	0.8980	1.1530	1.3790	1.4030
cosmos	20670	3	1	0	0.1935	0.0590	0.0900	0.2860	0.4880
cosmos	20671	2	1	1	0.5825	0.5245	0.5535	0.5860	0.5948
cosmos	20672	3	1	0	2.4942	1.9280	2.2640	2.6780	2.7780
cosmos	20673	3	0	0	0.3154	0.1620	0.2680	0.3850	0.4640
cosmos	20674	3	1	0	3.4355	3.3420	3.3830	3.4990	3.5280
cosmos	20675	3	1	0	0.2176	0.1920	0.2030	0.2340	0.2770
cosmos	20676	3	1	0	0.7709	0.7220	0.7410	0.8020	0.8250
cosmos	20677	3	0	0	0.3497	0.1870	0.2590	0.4120	0.4620
cosmos	20678	3	1	0	2.0552	1.9580	1.9820	2.2390	2.4640
cosmos	20679	3	1	0	3.1718	0.3940	0.4600	3.2270	3.2900
cosmos	20680	3	1	0	3.2593	2.9160	3.1000	3.4340	3.5540
cosmos	20681	3	1	0	0.6125	0.3690	0.5400	0.7130	0.7920
cosmos	20682	3	1	0	0.1878	0.1480	0.1660	0.2100	0.2260
cosmos	20683	2	1	1	1.7927	1.7792	1.7871	1.7955	1.7992
cosmos	20684	3	1	0	1.9224	1.0700	1.7340	2.1380	2.4990
cosmos	20685	3	1	0	2.0503	2.2690	2.2850	2.4550	2.5850
cosmos	20686	2	1	1	0.2214	0.1558	0.1641	0.2285	0.2429
cosmos	20687	3	1	0	1.5715	1.3790	1.4680	1.6640	1.7620
cosmos	20688	3	1	0	3.4559	3.2550	3.3390	3.5750	3.6560
cosmos	20689	2	1	1	1.5219	1.5004	1.5148	1.5290	1.5876
cosmos	20690	3	1	0	1.5164	1.4000	1.4450	1.5730	1.6300
cosmos	20691	3	1	0	0.8498	0.6780	0.7370	0.9480	1.0310
cosmos	20692	3	0	0	3.4780	3.0070	3.2140	3.7350	3.9330
cosmos	20693	3	1	0	2.6429	2.5040	2.5590	2.7220	2.7670
cosmos	20694	3	1	0	2.9671	2.6810	2.8440	3.0950	3.2560
cosmos	20695	3	1	0	3.4638	3.3200	3.3750	3.5600	3.6020
cosmos	20696	3	1	0	0.0652	0.0130	0.0270	0.1190	0.1440
cosmos	20697	3	1	0	4.5667	4.1870	4.3870	4.7200	5.0870
cosmos	20698	3	0	0	2.5842	2.4760	2.5120	2.6630	2.7480
cosmos	20699	3	1	0	2.4149	2.3030	2.3620	2.4710	2.4940
cosmos	20700	2	1	1	1.7224	1.5774	1.6774	1.8688	2.0772
cosmos	20701	3	0	0	4.2786	4.1580	4.1980	4.3950	4.4830
cosmos	20702	2	1	1	1.1383	1.0789	1.1213	1.1479	1.1580
cosmos	20703	3	1	0	2.7767	2.5850	2.6640	2.8950	2.9540
cosmos	20704	3	1	0	3.2592	3.1370	3.1880	3.3300	3.3740
cosmos	20705	3	1	0	3.2987	3.1450	3.2370	3.3710	3.4090
cosmos	20706	2	0	1	1.2796	1.2705	1.2749	1.2856	1.2946
cosmos	20707	3	1	0	2.4846	1.1980	2.0220	2.7640	2.8900
cosmos	20708	3	1	0	1.6641	1.5100	1.5820	1.7550	1.8660
cosmos	20709	2	1	1	0.8889	0.8780	0.8826	0.8956	0.9048
cosmos	20710	3	1	0	3.8345	3.4360	3.5680	4.0650	4.1630
cosmos	20711	3	1	0	2.0554	1.7180	1.8790	2.2620	2.4010
cosmos	20712	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20713	3	1	0	0.1279	0.1040	0.1140	0.1460	0.1550
cosmos	20714	3	1	0	0.9013	0.8270	0.8670	0.9360	0.9640
cosmos	20715	3	0	0	0.9304	0.8260	0.8910	0.9730	1.0050
cosmos	20716	3	1	0	1.7754	1.4650	1.6600	1.9020	2.0940
cosmos	20717	3	1	0	4.9550	4.5310	4.7180	5.1590	5.3430
cosmos	20718	3	0	0	1.9213	1.7890	1.8580	1.9880	2.0700
cosmos	20719	3	1	0	0.4100	0.3270	0.3810	3.0330	3.1530
cosmos	20720	3	1	0	3.5842	3.4900	3.5260	3.6430	3.6820
cosmos	20721	2	1	1	1.5307	1.5079	1.5220	1.5365	1.5438
cosmos	20722	3	1	0	1.1078	0.7530	0.8650	1.3090	1.4790
cosmos	20723	3	1	0	3.3703	3.1700	3.2690	3.4690	3.5450
cosmos	20724	3	1	0	1.5867	1.4460	1.5140	1.6500	1.6720
cosmos	20725	2	1	1	0.9621	0.8380	0.8702	1.0613	1.1049
cosmos	20726	3	1	0	1.3823	1.2350	1.2610	1.4820	1.8660
cosmos	20727	3	0	0	2.1699	1.7270	1.8450	2.3920	2.4510
cosmos	20728	3	0	0	2.7640	2.5760	2.6790	2.8470	2.8910
cosmos	20729	3	0	0	0.2134	0.1260	0.1590	0.2630	0.3610
cosmos	20730	3	1	0	0.5964	0.5470	0.5740	0.6200	0.6350
cosmos	20731	3	1	0	1.0844	0.5960	0.8290	1.2860	1.5250
cosmos	20732	3	1	0	1.2774	0.2070	0.8190	1.1490	1.1700
cosmos	20733	2	1	1	0.5880	0.5659	0.5813	0.5958	0.6028
cosmos	20734	3	1	0	0.5622	0.4850	0.5020	0.6110	0.6200
cosmos	20735	3	1	0	0.4386	0.3990	0.4160	0.4620	0.4750
cosmos	20736	3	1	0	0.7415	0.7060	0.7210	0.7660	0.8720
cosmos	20737	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	20738	3	1	0	3.1206	3.0200	3.0590	3.1830	3.2350
