# field	phot_id	z_best_s	use_phot	use_zgrism	z_best	z_best_l95	z_best_l68	z_best_u68	z_best_u95
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos	9164	3	1	0	2.5230	2.1430	2.3600	2.7480	2.8980
cosmos	9165	2	1	1	0.7134	0.6600	0.6999	0.7328	0.7456
cosmos	9166	3	1	0	1.4795	1.2830	1.3530	1.5800	1.6990
cosmos	9167	2	1	1	0.7083	0.6740	0.6941	0.7470	0.7731
cosmos	9168	3	1	0	5.8474	5.7530	5.8600	5.9550	5.9600
cosmos	9169	3	1	0	2.2051	2.0680	2.1270	2.2820	2.3450
cosmos	9170	3	1	0	0.3607	0.1870	0.2850	0.4720	0.4930
cosmos	9171	3	1	0	1.9414	1.5830	1.7420	2.1060	2.5530
cosmos	9172	3	1	0	0.2177	0.1910	0.2030	0.2330	0.2370
cosmos	9173	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9174	3	1	0	5.0766	4.7760	4.8810	5.2920	5.4730
cosmos	9175	3	1	0	1.1070	0.8970	0.9830	1.2330	1.3930
cosmos	9176	3	1	0	0.6006	0.5560	0.5780	0.6240	0.6350
cosmos	9177	3	1	0	1.0217	0.1160	0.8080	1.1340	1.2820
cosmos	9178	2	1	1	2.2156	2.0862	2.1416	2.2169	2.2319
cosmos	9179	3	0	0	0.7956	0.7580	0.7730	0.8200	0.8340
cosmos	9180	2	1	1	1.5715	1.4574	1.4989	1.5918	1.6718
cosmos	9181	3	1	0	0.8033	0.6270	0.6870	0.9070	1.0120
cosmos	9182	3	1	0	0.1910	0.0210	0.0480	0.2900	0.8640
cosmos	9183	2	1	1	0.8469	0.8442	0.8452	0.8473	0.8483
cosmos	9184	3	1	0	1.1691	1.1210	1.1320	1.2090	1.2440
cosmos	9185	3	1	0	1.0800	1.0390	1.0530	1.1100	1.1190
cosmos	9186	3	1	0	0.7710	0.6750	0.7200	0.8240	0.8850
cosmos	9187	3	1	0	0.3873	0.2260	0.3000	0.4850	0.6080
cosmos	9188	3	1	0	2.2191	1.6620	2.0090	2.4830	2.8030
cosmos	9189	2	1	1	0.8340	0.8230	0.8300	0.8439	0.8555
cosmos	9190	3	0	0	0.0794	0.0490	0.0660	0.0950	0.0990
cosmos	9191	3	0	0	0.0100	0.0100	0.0110	0.0240	0.0250
cosmos	9192	3	1	0	0.6217	0.5120	0.5630	0.6810	0.7640
cosmos	9193	2	1	1	0.7049	0.6588	0.6674	0.7062	0.7092
cosmos	9194	3	1	0	1.9705	1.4390	1.7800	2.1780	2.3200
cosmos	9195	3	1	0	0.7322	0.5000	0.6750	0.8060	0.8720
cosmos	9196	3	1	0	0.3367	0.2250	0.3060	0.3740	0.3930
cosmos	9197	3	0	0	0.0100	0.0100	0.0110	0.0240	0.0250
cosmos	9198	3	1	0	1.0414	0.8970	0.9900	1.1060	1.1640
cosmos	9199	3	1	0	0.2905	0.0310	0.1110	0.4780	0.6210
cosmos	9200	2	1	1	0.3344	0.3172	0.3293	0.3513	0.3652
cosmos	9201	3	1	0	1.9938	1.7030	1.8460	2.1280	2.4740
cosmos	9202	3	1	0	1.6778	1.1940	1.3260	1.9990	2.2410
cosmos	9203	3	1	0	0.6143	0.4290	0.5480	0.6950	0.7930
cosmos	9204	3	1	0	0.9605	0.7630	0.8760	1.0520	1.1030
cosmos	9205	3	1	0	2.8875	2.8010	2.8330	2.9450	2.9660
cosmos	9206	3	1	0	1.2239	1.0860	1.1350	1.3000	1.3910
cosmos	9207	3	1	0	0.8758	0.7050	0.8080	0.9440	0.9970
cosmos	9208	3	0	0	1.1344	1.1000	1.1070	1.1600	1.1790
cosmos	9209	3	1	0	1.1287	1.0440	1.0870	1.1610	1.2630
cosmos	9210	3	1	0	1.5983	0.0120	0.0210	0.0550	0.0620
cosmos	9211	3	1	0	2.6666	2.4850	2.5430	2.7780	2.8450
cosmos	9212	2	1	1	0.4785	0.4618	0.4696	0.4914	0.5022
cosmos	9213	3	0	0	0.0504	0.0290	0.0380	0.0640	0.0670
cosmos	9214	3	1	0	0.9720	0.7440	0.9120	1.0410	1.0950
cosmos	9215	3	1	0	0.3921	0.0740	0.1860	0.4390	0.4790
cosmos	9216	2	1	1	0.9533	0.9449	0.9491	0.9652	0.9771
cosmos	9217	3	1	0	0.7477	0.7120	0.7260	0.7810	0.9180
cosmos	9218	3	1	0	4.7653	4.5270	4.6250	4.9090	5.0610
cosmos	9219	3	0	0	0.0829	0.0100	0.0110	0.0250	0.0960
cosmos	9220	3	1	0	1.2073	0.6370	0.8750	1.6380	1.7880
cosmos	9221	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
cosmos	9222	3	1	0	1.8708	1.3130	1.5890	2.0860	2.2460
cosmos	9223	3	1	0	0.6332	0.5730	0.5910	0.6830	0.7110
cosmos	9224	3	1	0	1.3170	1.1140	1.1870	1.4250	1.5100
cosmos	9225	3	0	0	0.9749	0.2860	0.5090	1.4590	2.5360
cosmos	9226	3	1	0	1.0682	0.9680	1.0020	1.1680	1.2250
cosmos	9227	2	1	1	1.8662	1.8507	1.8597	1.8701	1.8745
cosmos	9228	3	1	0	0.2493	0.2040	0.2220	0.2750	0.3020
cosmos	9229	3	1	0	1.5393	1.1760	1.3140	1.8280	2.1880
cosmos	9230	3	1	0	1.8176	1.7480	1.7760	1.8600	1.8830
cosmos	9231	3	0	0	2.2005	2.1550	2.1640	2.2410	2.2500
cosmos	9232	3	1	0	2.1144	1.9320	1.9730	2.3540	2.5770
cosmos	9233	3	1	0	0.9915	0.9580	0.9670	1.0230	1.0350
cosmos	9234	3	1	0	1.3689	1.1320	1.2370	1.4920	1.6050
cosmos	9235	3	1	0	1.2020	0.6630	0.9480	1.4040	1.5210
cosmos	9236	3	1	0	4.3923	4.2690	4.3160	4.4710	4.5070
cosmos	9237	3	1	0	1.4908	1.3490	1.4040	1.5750	1.6120
cosmos	9238	3	1	0	2.5056	2.2670	2.3810	2.6460	2.7540
cosmos	9239	3	1	0	0.2102	0.1630	0.1940	0.2300	0.2940
cosmos	9240	3	0	0	2.1935	2.1290	2.1530	2.2390	2.2630
cosmos	9241	2	1	1	1.6366	1.6038	1.6216	1.6521	1.6684
cosmos	9242	3	1	0	1.3651	1.0580	1.1140	1.2870	1.2940
cosmos	9243	3	1	0	0.2250	0.0300	0.1030	0.3670	0.4950
cosmos	9244	3	1	0	1.7084	1.0410	1.3760	2.0700	2.4650
cosmos	9245	3	1	0	0.6109	0.4610	0.5290	0.6750	0.7330
cosmos	9246	3	1	0	1.8992	1.8030	1.8350	1.9650	2.0160
cosmos	9247	3	1	0	3.1317	2.9810	3.0450	3.2200	3.3280
cosmos	9248	3	1	0	1.3010	0.5090	1.0870	1.4780	1.5980
cosmos	9249	3	1	0	3.6095	3.4880	3.5360	3.6840	3.7360
cosmos	9250	3	1	0	0.7438	0.6870	0.7050	0.7840	0.8140
cosmos	9251	3	1	0	2.3008	2.1960	2.2400	2.3630	2.4050
cosmos	9252	2	1	1	1.5068	1.4134	1.5017	1.6214	1.6364
cosmos	9253	3	1	0	2.4236	2.2950	2.3550	2.4940	2.5500
cosmos	9254	3	1	0	0.9720	0.6990	0.8380	1.0640	1.4330
cosmos	9255	3	1	0	0.7218	0.5530	0.6460	0.8070	0.9180
cosmos	9256	3	1	0	0.7872	0.0300	0.5110	0.9910	1.0320
cosmos	9257	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
cosmos	9258	2	1	1	2.6988	2.5892	2.6504	2.7114	2.7301
cosmos	9259	3	1	0	2.0905	1.2520	1.8850	2.3120	2.6970
cosmos	9260	2	1	1	0.8386	0.8233	0.8307	0.8449	0.8540
cosmos	9261	3	1	0	2.6929	2.5690	2.6290	2.7620	2.8050
cosmos	9262	3	0	0	1.8084	1.3950	1.6070	2.0260	2.2740
cosmos	9263	2	1	1	0.9503	0.9419	0.9456	0.9560	1.0078
cosmos	9264	3	1	0	1.8659	1.0630	1.4110	2.3550	2.6590
cosmos	9265	3	1	0	0.0709	0.0140	0.0360	0.1030	0.1690
cosmos	9266	3	1	0	1.6602	1.5620	1.5950	1.7370	1.7810
cosmos	9267	3	0	0	0.0619	0.0460	0.0490	0.0750	0.0770
cosmos	9268	3	1	0	2.6914	2.5660	2.6060	2.7890	2.8630
cosmos	9269	3	1	0	0.4994	0.4410	0.4630	0.5360	0.5950
cosmos	9270	3	1	0	1.2304	1.1310	1.1740	1.2850	1.3430
cosmos	9271	3	1	0	0.5625	0.5310	0.5440	0.5830	0.5880
cosmos	9272	3	1	0	2.3942	2.0620	2.2900	2.5170	2.5850
cosmos	9273	3	1	0	1.4694	0.8380	1.1050	1.9040	2.2720
cosmos	9274	2	1	1	1.1555	1.1504	1.1530	1.1592	1.1621
cosmos	9275	3	1	0	1.2543	0.1660	0.8070	1.2970	1.3940
cosmos	9276	3	1	0	3.0341	2.8990	2.9590	3.1130	3.1930
cosmos	9277	3	1	0	1.3708	1.1160	1.2330	1.4940	1.5740
cosmos	9278	3	0	0	0.0609	0.0460	0.0490	0.0740	0.0770
cosmos	9279	3	1	0	0.5786	0.3600	0.4590	0.7100	0.8470
cosmos	9280	3	0	0	1.7431	1.6240	1.6660	1.8480	1.9120
cosmos	9281	3	1	0	2.7922	2.6410	2.7140	2.9070	2.9750
cosmos	9282	3	0	0	2.1715	2.0990	2.1260	2.2170	2.2470
cosmos	9283	3	0	0	0.0616	0.0460	0.0490	0.0740	0.0770
cosmos	9284	3	0	0	3.4646	3.2820	3.3470	3.5830	3.6280
cosmos	9285	3	1	0	0.2655	0.2390	0.2500	0.2830	0.2880
cosmos	9286	3	1	0	0.8855	0.1080	0.7780	0.9580	0.9900
cosmos	9287	1	1	1	1.0464	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9288	3	0	0	1.3545	1.0260	1.1650	1.5440	1.7480
cosmos	9289	2	1	1	1.0057	0.8660	0.8991	1.0087	1.0126
cosmos	9290	3	1	0	0.7703	0.7210	0.7400	0.8000	0.8130
cosmos	9291	3	0	0	1.4736	1.3770	1.4120	1.5360	1.5920
cosmos	9292	3	1	0	0.3272	0.2790	0.2970	0.3560	0.3890
cosmos	9293	2	1	1	0.9552	0.9393	0.9468	0.9605	0.9699
cosmos	9294	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9295	3	1	0	4.3322	4.1490	4.2220	4.4400	4.5270
cosmos	9296	3	1	0	1.6370	1.5450	1.5770	1.7070	1.7730
cosmos	9297	2	1	1	0.6947	0.6368	0.6862	0.6975	0.7005
cosmos	9298	2	1	1	1.2155	1.2091	1.2123	1.2163	1.2178
cosmos	9299	3	1	0	1.5896	1.4160	1.4970	1.6660	1.7120
cosmos	9300	3	1	0	1.4862	1.2610	1.3210	1.5980	1.9410
cosmos	9301	3	0	0	1.0746	0.8730	1.0020	1.1570	1.1810
cosmos	9302	3	1	0	1.7103	1.4020	1.5610	1.8380	2.0250
cosmos	9303	3	1	0	0.8471	0.6820	0.7440	0.9400	1.0020
cosmos	9304	3	0	0	1.7053	1.1500	1.4630	1.9520	2.1830
cosmos	9305	3	1	0	0.5406	0.3310	0.4830	0.6140	0.6670
cosmos	9306	3	1	0	1.6458	1.3410	1.4650	1.8480	2.0310
cosmos	9307	3	1	0	1.4800	1.3430	1.3950	1.5710	1.6460
cosmos	9308	3	1	0	2.7624	2.4960	2.6260	2.9080	3.0200
cosmos	9309	3	0	0	0.0100	0.0100	0.0110	0.0240	0.0250
cosmos	9310	3	1	0	1.2076	1.0760	1.1370	1.2770	1.3550
cosmos	9311	3	1	0	1.3679	1.2540	1.2940	1.4370	1.5500
cosmos	9312	3	0	0	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000
cosmos	9313	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9314	3	1	0	0.3848	0.2380	0.3000	0.4340	0.4510
cosmos	9315	3	1	0	1.6339	1.5250	1.5850	1.6880	1.7380
cosmos	9316	3	1	0	1.3499	1.2590	1.2980	1.4040	1.4380
cosmos	9317	3	1	0	1.9349	1.5660	1.8270	2.0470	2.2490
cosmos	9318	2	1	1	0.6258	0.6129	0.6181	0.6310	0.6623
cosmos	9319	2	1	1	1.7497	1.5092	1.5893	1.8232	1.8482
cosmos	9320	3	1	0	0.7400	0.5920	0.6210	0.8580	0.9990
cosmos	9321	3	1	0	2.2369	2.1810	2.2070	2.4040	2.5050
cosmos	9322	3	1	0	2.5792	2.4570	2.5240	2.6430	2.6950
cosmos	9323	3	1	0	0.2751	0.0680	0.1390	0.3660	0.4160
cosmos	9324	3	1	0	0.6247	0.5520	0.5920	0.6580	0.6800
cosmos	9325	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9326	3	1	0	1.4765	1.2460	1.3580	1.5860	1.6880
cosmos	9327	3	1	0	1.3786	1.0480	1.2110	1.6210	1.8590
cosmos	9328	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9329	3	1	0	2.1650	1.2290	1.7060	2.5890	2.9200
cosmos	9330	3	0	0	0.0616	0.0460	0.0490	0.0740	0.0770
cosmos	9331	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9332	2	1	1	1.7047	1.5859	1.6555	1.7367	1.8088
cosmos	9333	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9334	2	1	1	0.9513	0.9305	0.9450	0.9862	1.0087
cosmos	9335	3	1	0	2.8668	2.5250	2.7240	3.0240	3.1160
cosmos	9336	3	0	0	0.6395	0.5740	0.5920	0.7030	0.7430
cosmos	9337	3	1	0	2.9103	2.7800	2.8290	3.0560	3.1400
cosmos	9338	3	1	0	4.5698	4.4560	4.4900	4.6520	4.6940
cosmos	9339	3	1	0	1.6122	1.4030	1.5540	1.6860	1.7710
cosmos	9340	2	1	1	0.7220	0.7054	0.7127	0.7270	0.7339
cosmos	9341	3	1	0	0.9329	0.8130	0.8690	1.0040	1.0700
cosmos	9342	3	0	0	1.6149	1.5620	1.5810	1.6520	1.6630
cosmos	9343	3	1	0	4.3807	4.1640	4.2600	4.5000	4.5950
cosmos	9344	3	1	0	3.9763	3.8480	3.9020	4.0560	4.0870
cosmos	9345	3	1	0	1.1948	1.0980	1.1250	1.2700	1.2920
cosmos	9346	3	1	0	0.5028	0.3230	0.4300	0.5830	0.6450
cosmos	9347	3	1	0	3.7195	0.4730	3.3860	3.9530	4.0970
cosmos	9348	3	1	0	1.8635	1.2080	1.3640	2.2650	2.4330
cosmos	9349	3	0	0	0.0100	0.0100	0.0110	0.0240	0.0250
cosmos	9350	3	1	0	2.9666	2.8910	2.9120	3.0260	3.0510
cosmos	9351	3	0	0	0.0654	0.0410	0.0500	0.0820	0.0960
cosmos	9352	2	1	1	1.1576	1.1477	1.1525	1.1623	1.1672
cosmos	9353	3	1	0	1.6684	1.5280	1.5940	1.7480	1.8290
cosmos	9354	3	1	0	1.9707	1.9250	1.9410	2.0570	2.1320
cosmos	9355	3	1	0	0.8716	0.7290	0.8010	0.9370	1.0160
cosmos	9356	2	1	1	1.6156	1.5959	1.6061	1.6435	1.6691
cosmos	9357	3	0	0	1.6297	1.5880	1.5960	1.6610	1.6870
cosmos	9358	3	1	0	2.6559	2.4960	2.5730	2.7470	2.8330
cosmos	9359	2	1	1	0.6947	0.6504	0.6821	0.7018	0.7098
cosmos	9360	3	0	0	1.6179	1.5640	1.5860	1.6540	1.6640
cosmos	9361	1	1	1	0.7487	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9362	2	1	1	2.2188	2.1094	2.1948	2.2706	2.3631
cosmos	9363	2	1	1	1.1673	1.0234	1.0463	1.1660	1.1755
cosmos	9364	3	1	0	0.3361	0.1280	0.3060	0.3530	0.3590
cosmos	9365	3	1	0	0.2141	0.1900	0.1970	0.2320	0.2380
cosmos	9366	3	0	0	0.0620	0.0460	0.0490	0.0750	0.0780
cosmos	9367	3	1	0	0.7815	0.7010	0.7460	0.8210	0.8460
cosmos	9368	2	1	1	1.2434	1.2398	1.2410	1.2436	1.2448
cosmos	9369	3	1	0	0.0428	0.0110	0.0160	0.0800	1.4810
cosmos	9370	3	1	0	1.4522	1.1650	1.2610	1.4150	1.4340
cosmos	9371	3	1	0	3.2850	3.1370	3.2010	3.3710	3.4280
cosmos	9372	3	0	0	0.9180	0.0260	0.1400	1.9920	3.7190
cosmos	9373	3	1	0	1.9362	1.8300	1.8700	2.0010	2.0670
cosmos	9374	3	1	0	2.5964	2.3670	2.5000	2.7110	2.8170
cosmos	9375	3	1	0	1.4469	1.1110	1.3080	1.5830	1.6860
cosmos	9376	3	1	0	1.6418	1.3830	1.5450	1.7150	1.7510
cosmos	9377	3	1	0	4.4843	4.2670	4.3570	4.6030	4.6870
cosmos	9378	3	1	0	0.8651	0.6400	0.7480	0.9880	1.1570
cosmos	9379	3	1	0	0.9241	0.8390	0.8760	0.9740	1.0160
cosmos	9380	3	1	0	0.5761	0.1160	0.3840	0.7360	0.8410
cosmos	9381	3	0	0	1.5954	1.4310	1.5410	1.6540	1.6870
cosmos	9382	3	0	0	1.6485	0.5130	1.2950	2.0270	2.2340
cosmos	9383	3	1	0	0.7307	0.6710	0.7000	0.7630	0.7950
cosmos	9384	3	1	0	1.5091	0.4900	0.9420	2.1590	4.3140
cosmos	9385	3	1	0	1.4461	1.3210	1.3750	1.5170	1.5980
cosmos	9386	3	1	0	1.6090	1.1300	1.3270	1.8750	2.3310
cosmos	9387	3	1	0	2.0946	1.5850	1.8070	2.3820	2.5030
cosmos	9388	3	1	0	4.1658	0.3850	2.5960	4.4700	4.6720
cosmos	9389	2	1	1	0.7437	0.7137	0.7219	0.7478	0.7573
cosmos	9390	3	1	0	1.6353	1.2090	1.4250	1.8180	2.0920
cosmos	9391	3	1	0	1.9709	1.3240	1.5790	2.3380	2.5460
cosmos	9392	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9393	2	1	1	2.5149	2.4716	2.4944	2.5284	2.5419
cosmos	9394	3	1	0	2.2546	2.0700	2.1640	2.3460	2.4170
cosmos	9395	2	1	1	2.0987	2.0790	2.0900	2.1175	2.1307
cosmos	9396	3	1	0	1.6786	1.2760	1.4240	1.9930	2.4940
cosmos	9397	3	1	0	1.3289	1.1480	1.2390	1.4220	1.5720
cosmos	9398	3	1	0	1.1473	1.0040	1.1000	1.2010	1.2610
cosmos	9399	3	1	0	1.5796	1.4630	1.5140	1.6460	1.7070
cosmos	9400	3	1	0	1.8737	0.1270	1.5870	2.2060	2.5780
cosmos	9401	3	1	0	0.3764	0.1290	0.2890	0.4670	0.5150
cosmos	9402	3	1	0	1.6416	1.3150	1.4800	1.7920	1.9960
cosmos	9403	3	0	0	2.5454	0.0470	0.0510	2.5710	2.6150
cosmos	9404	3	1	0	1.2991	0.3230	1.1450	1.4120	1.5140
cosmos	9405	3	1	0	0.7304	0.6560	0.6890	0.7690	0.8340
cosmos	9406	3	1	0	2.0963	1.5420	1.7400	2.4520	2.7200
cosmos	9407	3	1	0	0.4767	0.1330	0.4410	0.5420	0.6290
cosmos	9408	3	1	0	0.6552	0.5510	0.6080	0.7020	0.7570
cosmos	9409	3	1	0	1.9208	1.2760	1.5780	2.2770	2.6810
cosmos	9410	3	1	0	1.7587	1.2810	1.4880	2.0630	2.4380
cosmos	9411	3	1	0	0.3952	0.2520	0.2790	0.4720	0.5090
cosmos	9412	3	1	0	1.8778	1.7110	1.7720	2.0030	2.0510
cosmos	9413	3	1	0	0.0716	0.0120	0.0250	0.1090	0.1640
cosmos	9414	3	0	0	2.1812	2.0970	2.1240	2.2300	2.4030
cosmos	9415	3	0	0	2.5615	2.4940	2.5250	2.6130	2.6260
cosmos	9416	3	1	0	0.6010	0.4230	0.5130	0.7030	0.8140
cosmos	9417	3	1	0	1.8672	1.3340	1.5310	2.1730	2.2830
cosmos	9418	3	1	0	0.6390	0.5840	0.6070	0.6710	0.6860
cosmos	9419	2	1	1	1.3326	1.3295	1.3309	1.3339	1.3355
cosmos	9420	3	1	0	1.6724	1.5670	1.6000	1.7530	1.7960
cosmos	9421	3	1	0	2.4559	2.1240	2.2980	2.6360	2.8010
cosmos	9422	3	1	0	0.6089	0.4970	0.5660	0.6520	0.7080
cosmos	9423	3	1	0	2.1790	0.2060	1.6110	2.4330	2.5640
cosmos	9424	3	1	0	1.9098	1.6760	1.8070	2.0380	2.1400
cosmos	9425	3	1	0	2.3701	2.2860	2.3190	2.4220	2.4580
cosmos	9426	3	1	0	0.7794	0.7060	0.7320	0.8340	0.8780
cosmos	9427	2	1	1	0.6888	0.6599	0.6766	0.6993	0.7267
cosmos	9428	3	1	0	1.9882	2.0390	2.0500	2.1930	2.2920
cosmos	9429	3	1	0	0.3385	0.0950	0.1190	0.5030	0.5740
cosmos	9430	3	1	0	2.0424	1.4270	1.7730	2.3280	2.5010
cosmos	9431	3	1	0	1.0674	0.9820	1.0040	1.1310	1.1580
cosmos	9432	3	1	0	0.8440	0.7210	0.7670	0.9120	0.9560
cosmos	9433	3	1	0	0.8736	0.7960	0.8220	0.9230	0.9370
cosmos	9434	3	1	0	1.3512	1.1140	1.2450	1.4240	1.4870
cosmos	9435	3	1	0	1.5596	1.4770	1.5110	1.6050	1.6440
cosmos	9436	3	0	0	1.6252	1.5880	1.5950	1.6560	1.6640
cosmos	9437	3	1	0	2.1016	1.9290	1.9810	2.2510	2.3270
cosmos	9438	3	0	0	0.5205	0.3360	0.4350	0.6560	0.7750
cosmos	9439	3	0	0	0.0627	0.0120	0.0360	4.6280	4.7200
cosmos	9440	2	1	1	0.3785	0.3202	0.3378	0.3869	0.3992
cosmos	9441	3	1	0	1.7823	1.6460	1.6900	1.8680	1.9100
cosmos	9442	3	1	0	1.1752	1.1230	1.1460	1.2040	1.2260
cosmos	9443	3	1	0	1.7779	1.6250	1.7150	1.8470	1.9280
cosmos	9444	3	0	0	2.4314	2.3000	2.3840	2.4850	2.5190
cosmos	9445	3	1	0	1.9462	1.8610	1.8900	2.0080	2.0540
cosmos	9446	3	1	0	2.3903	2.1130	2.2540	2.5160	2.5890
cosmos	9447	3	0	0	0.0616	0.0460	0.0490	0.0740	0.0770
cosmos	9448	3	1	0	1.4398	0.9680	1.1470	1.8240	2.1710
cosmos	9449	2	1	1	0.7220	0.6822	0.7127	0.7558	0.7705
cosmos	9450	3	1	0	1.2658	0.8290	0.9860	1.3900	1.4440
cosmos	9451	3	1	0	0.3276	0.2790	0.2990	3.1390	3.2300
cosmos	9452	3	0	0	0.0615	0.0460	0.0490	0.0740	0.0770
cosmos	9453	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9454	2	1	1	1.5206	1.5082	1.5130	1.5221	1.5248
cosmos	9455	3	1	0	1.3617	0.7720	1.1320	1.5420	1.6530
cosmos	9456	3	1	0	1.0535	0.8020	0.9820	1.1360	1.2570
cosmos	9457	3	1	0	0.2863	0.2640	0.2680	0.3010	0.3390
cosmos	9458	3	0	0	0.6738	0.6420	0.6560	0.6970	0.7020
cosmos	9459	2	1	1	1.4633	1.4603	1.4619	1.4653	1.4670
cosmos	9460	3	1	0	1.2499	0.8410	0.9970	1.5630	1.8240
cosmos	9461	3	1	0	1.7785	1.2920	1.4880	2.0420	2.2480
cosmos	9462	3	1	0	1.8054	1.6430	1.7070	1.9370	2.0320
cosmos	9463	3	1	0	4.0704	3.6460	3.9050	4.2380	4.3530
cosmos	9464	3	1	0	0.9881	0.7260	0.8450	1.1170	1.2600
cosmos	9465	3	1	0	0.2225	0.2030	0.2070	0.2370	0.2480
cosmos	9466	3	1	0	1.9131	1.6720	1.7800	2.0520	2.1940
cosmos	9467	2	1	1	0.9581	0.9465	0.9525	0.9632	0.9682
cosmos	9468	3	1	0	1.5656	1.3480	1.4010	1.9050	2.1130
cosmos	9469	3	0	0	0.7360	0.7030	0.7110	0.7610	0.7750
cosmos	9470	3	1	0	1.2779	0.7930	0.9180	1.8120	2.8520
cosmos	9471	3	1	0	2.9312	0.2780	0.3090	2.9930	3.0680
cosmos	9472	3	1	0	0.6641	0.6130	0.6380	0.6920	0.7090
cosmos	9473	2	0	1	1.0401	1.0333	1.0364	1.0428	1.0460
cosmos	9474	2	1	1	1.3187	1.3081	1.3133	1.3223	1.3258
cosmos	9475	3	1	0	2.1670	2.0440	2.0960	2.2400	2.2930
cosmos	9476	3	1	0	2.4061	2.2930	2.3400	2.4750	2.5220
cosmos	9477	3	1	0	0.3892	0.3680	0.3720	0.4060	0.4150
cosmos	9478	3	0	0	1.4222	0.9980	1.1010	1.6610	2.4020
cosmos	9479	3	1	0	0.8254	0.7550	0.7900	0.8610	0.8990
cosmos	9480	3	1	0	1.6191	1.0110	1.5740	1.7070	1.7940
cosmos	9481	2	1	1	1.7983	1.7933	1.7954	1.7994	1.8011
cosmos	9482	3	0	0	0.8394	0.5620	0.6100	0.9220	1.0350
cosmos	9483	2	1	1	2.5166	2.4835	2.4987	2.5406	2.5700
cosmos	9484	3	1	0	1.0407	0.8500	0.9390	1.1260	1.1570
cosmos	9485	1	1	1	0.5339	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9486	3	1	0	0.4502	0.1870	0.2440	0.9110	2.9200
cosmos	9487	3	1	0	1.1359	1.0510	1.0960	1.1780	1.2130
cosmos	9488	3	1	0	1.2684	1.0210	1.0880	1.4010	2.0430
cosmos	9489	3	1	0	1.4293	1.2600	1.3190	1.5380	1.7410
cosmos	9490	3	1	0	0.3730	0.3450	0.3570	0.3910	0.3950
cosmos	9491	3	1	0	0.9973	0.9420	0.9670	1.0280	1.0390
cosmos	9492	3	1	0	0.7307	0.5800	0.6930	0.7750	0.8060
cosmos	9493	2	1	1	0.6778	0.6223	0.6420	0.6800	0.6883
cosmos	9494	3	1	0	1.4696	1.3440	1.3990	1.5470	1.6240
cosmos	9495	1	1	1	0.7285	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9496	3	1	0	0.7653	0.6910	0.7230	0.8060	0.8370
cosmos	9497	3	0	0	0.0616	0.0460	0.0490	0.0740	0.0770
cosmos	9498	3	0	0	0.7121	0.5930	0.6540	0.7690	0.8810
cosmos	9499	2	1	1	0.9808	0.9619	0.9736	0.9858	0.9926
cosmos	9500	3	1	0	0.8898	0.8470	0.8640	0.9180	0.9390
cosmos	9501	3	0	0	1.5603	0.8860	1.2080	1.9020	2.2610
cosmos	9502	3	1	0	0.2152	0.0720	0.1250	0.3120	0.4300
cosmos	9503	2	1	1	1.1170	1.1003	1.1081	1.1229	1.1316
cosmos	9504	3	0	0	0.0615	0.0460	0.0490	0.0740	0.0770
cosmos	9505	2	0	1	0.7834	0.7581	0.7789	0.7887	0.7970
cosmos	9506	3	1	0	1.8828	1.2560	1.6550	2.0990	2.4770
cosmos	9507	3	1	0	0.3182	0.2070	0.2900	0.3530	0.3730
cosmos	9508	3	1	0	1.1440	1.0160	1.0910	1.1960	1.2360
cosmos	9509	3	1	0	0.8914	0.0920	0.1180	0.7010	0.7730
cosmos	9510	2	1	1	0.9808	0.9594	0.9686	0.9909	1.0039
cosmos	9511	3	1	0	0.9077	0.4640	0.6690	1.1120	1.3100
cosmos	9512	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	9513	3	1	0	1.6402	1.4530	1.5390	1.7390	1.8000
cosmos	9514	3	0	0	0.0854	0.0560	0.0720	0.1040	0.1090
cosmos	9515	3	1	0	1.3376	1.1420	1.2520	1.4310	1.5100
cosmos	9516	3	1	0	0.7682	0.6920	0.7210	0.8150	0.8500
cosmos	9517	3	1	0	1.5339	1.1550	1.2910	1.9480	2.1590
